Rating Agency;Corporation;Rating;Rating Date;CIK;Binary Rating;SIC Code;Sector;Ticker;Current Ratio;Long-term Debt / Capital;Debt/Equity Ratio;Gross Margin;Operating Margin;EBIT Margin;EBITDA Margin;Pre-Tax Profit Margin;Net Profit Margin;Asset Turnover;ROE - Return On Equity;Return On Tangible Equity;ROA - Return On Assets;ROI - Return On Investment;Operating Cash Flow Per Share;Free Cash Flow Per Share;
Moody's Investors Service;Comstock Resources, Inc.;B-;09-05-2014;23194;0;1311.0;Enrgy;CRK;0.293;0.4562;0.839;920.476;-17.21;-17.21;644.498;-387.542;94.485;0.1965;-112.103;-112.103;-49.885;-6.096;-0.1815;-193.303;
Moody's Investors Service;ConocoPhillips Company;A+;06-11-2014;1163165;1;1311.0;Enrgy;COP;12.574;0.2865;0.4127;590.115;264.971;264.971;400.048;248.009;15.719;0.4934;153.109;153.109;68.077;10.925;19.089;72.285;
Moody's Investors Service;Consolidated Communications Finance II Co.;B-;04-09-2014;1304421;0;4813.0;Telcm;CNSL;0.7453;0.8884;80.208;630.219;172.315;172.315;407.502;78.919;51.217;0.3443;196.693;-61.003;17.148;2.196;0.5775;0.0812;
Standard & Poor's Ratings Services;Consolidated Communications Inc.;B-;29-05-2014;1304421;0;4813.0;Telcm;CNSL;0.7453;0.8884;80.208;630.219;172.315;172.315;407.502;78.919;51.217;0.3443;196.693;-61.003;17.148;2.196;0.5775;0.0812;
Standard & Poor's Ratings Services;Constellation Brands Inc.;BB+;23-05-2014;16918;0;2082.0;NoDur;STZ;13.562;0.5613;14.094;409.167;500.791;500.791;596.894;452.431;399.182;0.3403;390.079;-441.955;135.861;171.129;11.363;0.4156;
Standard & Poor's Ratings Services;Constellation Brands Inc.;BB+;14-10-2014;16918;0;2082.0;NoDur;STZ;13.562;0.5613;14.094;409.167;500.791;500.791;596.894;452.431;399.182;0.3403;390.079;-441.955;135.861;171.129;11.363;0.4156;
Moody's Investors Service;Constellation Brands, Inc.;BB+;20-10-2014;16918;0;2082.0;NoDur;STZ;13.562;0.5613;14.094;409.167;500.791;500.791;596.894;452.431;399.182;0.3403;390.079;-441.955;135.861;171.129;11.363;0.4156;
Standard & Poor's Ratings Services;Container Store Inc. (The);B;23-11-2014;1411688;0;5700.0;Shops;TCS;1.217;0.6243;17.815;587.523;4.145;4.145;8.2;11.506;-68.909;0.9558;41.413;-32.938;10.427;15.557;-128.288;12.075;
Standard & Poor's Ratings Services;Controladora Mabe, S.A. de C.V.;BB+;29-08-2014;1520504;0;4512.0;Other;VLRS;10.332;0.069;0.1413;100.0;21.554;21.554;44.744;2.175;20.398;1.552;93.233;95.135;44.096;8.68;-0.4869;-0.9555;
Standard & Poor's Ratings Services;Cooper Companies, Inc. (The);BBB-;06-08-2014;711404;1;3851.0;Hlth;COO;2.326;0.1107;0.1422;646.717;192.694;192.694;271.643;196.678;186.525;0.5061;122.512;354.678;94.639;10.895;1.96;0.405;
Fitch Ratings;Corning Inc.;BBB+;14-05-2014;24741;1;3679.0;BusEq;GLW;50.922;0.1336;0.1552;425.118;175.342;175.342;303.492;316.281;250.799;0.2746;92.452;9.97;6.886;80.096;-0.2225;0.2764;
DBRS;Costco Wholesale Corporation;A+;20-05-2014;909832;1;5399.0;Shops;COST;11.948;0.3122;0.4539;125.604;29.033;29.033;38.029;29.014;1.939;34.724;18.716;18.716;68.058;128.732;0.8447;-0.5155;
Moody's Investors Service;Crown Holdings, Inc.;BB;07-10-2014;1219601;0;3411.0;Manuf;CCK;1.089;0.9231;132.941;155.037;98.313;98.313;113.794;66.543;37.431;1.078;1.480.969;-244.432;5.33;11.389;21.076;25.216;
Standard & Poor's Ratings Services;Cummins Inc.;A+;19-08-2014;26172;1;3510.0;Manuf;CMI;2.565;0.1752;0.2211;247.385;121.438;121.438;144.963;122.479;85.718;11.747;201.779;225.184;107.822;166.422;3.069;3.1;
Moody's Investors Service;Cummins, Inc.;A;08-12-2014;26172;1;3510.0;Manuf;CMI;2.565;0.1752;0.2211;247.385;121.438;121.438;144.963;122.479;85.718;11.747;201.779;225.184;107.822;166.422;3.069;3.1;
Fitch Ratings;D. R. Horton, Inc.;BB;20-02-2014;882184;0;1531.0;Other;DHI;59.469;0.4635;0.864;224.594;102.168;102.168;112.137;105.092;73.922;0.7068;113.926;115.028;52.245;6.112;-2.555;-26.203;
Fitch Ratings;D. R. Horton, Inc.;BB+;19-06-2014;882184;0;1531.0;Other;DHI;59.469;0.4635;0.864;224.594;102.168;102.168;112.137;105.092;73.922;0.7068;113.926;115.028;52.245;6.112;-2.555;-26.203;
Egan-Jones Ratings Company;D.R. HORTON, INC;BBB;29-01-2014;882184;1;1531.0;Other;DHI;59.469;0.4635;0.864;224.594;102.168;102.168;112.137;105.092;73.922;0.7068;113.926;115.028;52.245;6.112;-2.555;-26.203;
Egan-Jones Ratings Company;D.R. HORTON, INC;BBB;12-05-2014;882184;1;1531.0;Other;DHI;59.469;0.4635;0.864;224.594;102.168;102.168;112.137;105.092;73.922;0.7068;113.926;115.028;52.245;6.112;-2.555;-26.203;
Egan-Jones Ratings Company;D.R. HORTON, INC;BBB+;29-07-2014;882184;1;1531.0;Other;DHI;59.469;0.4635;0.864;224.594;102.168;102.168;112.137;105.092;73.922;0.7068;113.926;115.028;52.245;6.112;-2.555;-26.203;
Egan-Jones Ratings Company;D.R. HORTON, INC;BBB;22-12-2014;882184;1;1531.0;Other;DHI;63.209;0.4172;0.716;218.856;98.556;98.556;106.755;101.459;66.481;0.7879;104.205;106.171;52.379;60.726;15.648;14.503;
Standard & Poor's Ratings Services;D.R. Horton Inc.;BB;28-08-2014;882184;0;1531.0;Other;DHI;59.469;0.4635;0.864;224.594;102.168;102.168;112.137;105.092;73.922;0.7068;113.926;115.028;52.245;6.112;-2.555;-26.203;
Moody's Investors Service;D.R. Horton, Inc.;BB+;19-02-2014;882184;0;1531.0;Other;DHI;59.469;0.4635;0.864;224.594;102.168;102.168;112.137;105.092;73.922;0.7068;113.926;115.028;52.245;6.112;-2.555;-26.203;
Egan-Jones Ratings Company;DANA INCORPORATED;BBB+;20-03-2014;26780;1;3714.0;Durbl;DAN;24.961;0.5258;11.493;135.914;64.411;64.411;103.856;54.365;-0.1921;13.198;250.721;241.667;50.887;87.584;23.624;17.054;
Egan-Jones Ratings Company;DANA INCORPORATED;BBB+;28-05-2014;26780;1;3714.0;Durbl;DAN;24.961;0.5258;11.493;135.914;64.411;64.411;103.856;54.365;-0.1921;13.198;250.721;241.667;50.887;87.584;23.624;17.054;
Egan-Jones Ratings Company;DANA INCORPORATED;BBB+;31-07-2014;26780;1;3714.0;Durbl;DAN;24.961;0.5258;11.493;135.914;64.411;64.411;103.856;54.365;-0.1921;13.198;250.721;241.667;50.887;87.584;23.624;17.054;
Egan-Jones Ratings Company;DANA INCORPORATED;BBB+;29-10-2014;26780;1;3714.0;Durbl;DAN;24.961;0.5258;11.493;135.914;64.411;64.411;103.856;54.365;-0.1921;13.198;250.721;241.667;50.887;87.584;23.624;17.054;
Egan-Jones Ratings Company;DANAHER CORPORATION;AA-;07-02-2014;313616;1;3826.0;BusEq;DHR;1.804;0.217;0.28;515.558;173.331;173.331;219.322;164.881;131.005;0.5543;120.484;-844.679;69.801;94.344;10.436;0.8779;
Egan-Jones Ratings Company;DANAHER CORPORATION;AA-;28-04-2014;313616;1;3826.0;BusEq;DHR;1.804;0.217;0.28;515.558;173.331;173.331;219.322;164.881;131.005;0.5543;120.484;-844.679;69.801;94.344;10.436;0.8779;
Egan-Jones Ratings Company;DANAHER CORPORATION;AA;18-07-2014;313616;1;3826.0;BusEq;DHR;1.804;0.217;0.28;515.558;173.331;173.331;219.322;164.881;131.005;0.5543;120.484;-844.679;69.801;94.344;10.436;0.8779;
Egan-Jones Ratings Company;DANAHER CORPORATION;AA-;17-10-2014;313616;1;3826.0;BusEq;DHR;1.804;0.217;0.28;515.558;173.331;173.331;219.322;164.881;131.005;0.5543;120.484;-844.679;69.801;94.344;10.436;0.8779;
Egan-Jones Ratings Company;DARDEN RESTAURANTS, INC;BB;01-04-2014;940944;0;5812.0;Shops;DRI;0.54;0.5531;13.174;220.301;67.556;67.556;116.754;46.276;69.566;0.8536;115.222;41.098;34.208;51.495;0.6616;0.2;
Egan-Jones Ratings Company;DARDEN RESTAURANTS, INC;BB;16-05-2014;940944;0;5812.0;Shops;DRI;0.54;0.5531;13.174;220.301;67.556;67.556;116.754;46.276;69.566;0.8536;115.222;41.098;34.208;51.495;0.6616;0.2;
Egan-Jones Ratings Company;DARDEN RESTAURANTS, INC;BB;01-07-2014;940944;0;5812.0;Shops;DRI;12.208;0.5332;12.453;206.042;49.144;49.144;99.768;27.778;45.533;0.8875;84.937;258.101;25.866;39.651;-0.347;0.4457;
Egan-Jones Ratings Company;DARDEN RESTAURANTS, INC;BB;15-09-2014;940944;0;5812.0;Shops;DRI;12.208;0.5332;12.453;206.042;49.144;49.144;99.768;27.778;45.533;0.8875;84.937;258.101;25.866;39.651;-0.347;0.4457;
Egan-Jones Ratings Company;DAVITA INC.;BB;05-03-2014;927066;0;8090.0;Hlth;DVA;14.103;0.6387;18.273;303.099;131.769;131.769;176.661;95.628;53.846;0.688;161.537;-112.181;4.351;58.365;2.639;28.427;
Egan-Jones Ratings Company;DAVITA INC.;BB;30-05-2014;927066;0;8090.0;Hlth;DVA;14.103;0.6387;18.273;303.099;131.769;131.769;176.661;95.628;53.846;0.688;161.537;-112.181;4.351;58.365;2.639;28.427;
Egan-Jones Ratings Company;DAVITA INC.;BB+;29-08-2014;927066;0;8090.0;Hlth;DVA;14.103;0.6387;18.273;303.099;131.769;131.769;176.661;95.628;53.846;0.688;161.537;-112.181;4.351;58.365;2.639;28.427;
Egan-Jones Ratings Company;DAVITA INC.;BB+;04-12-2014;927066;0;8090.0;Hlth;DVA;14.103;0.6387;18.273;303.099;131.769;131.769;176.661;95.628;53.846;0.688;161.537;-112.181;4.351;58.365;2.639;28.427;
Egan-Jones Ratings Company;DELTA AIR LINES, INC;A-;27-02-2014;27904;1;4512.0;Other;DAL;0.682;0.4569;0.9741;227.226;90.011;90.011;133.905;6.69;279.035;0.7229;905.265;-3.752.225;201.715;49.165;23.365;17.136;
Egan-Jones Ratings Company;DELTA AIR LINES, INC;BBB;12-05-2014;27904;1;4512.0;Other;DAL;0.682;0.4569;0.9741;227.226;90.011;90.011;133.905;6.69;279.035;0.7229;905.265;-3.752.225;201.715;49.165;23.365;17.136;
Egan-Jones Ratings Company;DELTA AIR LINES, INC;BBB+;29-07-2014;27904;1;4512.0;Other;DAL;0.682;0.4569;0.9741;227.226;90.011;90.011;133.905;6.69;279.035;0.7229;905.265;-3.752.225;201.715;49.165;23.365;17.136;
Egan-Jones Ratings Company;DELTA AIR LINES, INC;AA-;27-10-2014;27904;1;4512.0;Other;DAL;0.682;0.4569;0.9741;227.226;90.011;90.011;133.905;6.69;279.035;0.7229;905.265;-3.752.225;201.715;49.165;23.365;17.136;
Egan-Jones Ratings Company;DELUXE CORPORATION;BBB-;04-02-2014;27996;1;2780.0;NoDur;DLX;0.9983;0.6012;15.073;653.859;199.369;199.369;254.001;165.523;111.776;10.726;393.805;-335.999;120.707;157.061;0.2009;0.2025;
Egan-Jones Ratings Company;DELUXE CORPORATION;BBB-;12-05-2014;27996;1;2780.0;NoDur;DLX;0.9983;0.6012;15.073;653.859;199.369;199.369;254.001;165.523;111.776;10.726;393.805;-335.999;120.707;157.061;0.2009;0.2025;
Egan-Jones Ratings Company;DELUXE CORPORATION;BBB;31-07-2014;27996;1;2780.0;NoDur;DLX;0.9983;0.6012;15.073;653.859;199.369;199.369;254.001;165.523;111.776;10.726;393.805;-335.999;120.707;157.061;0.2009;0.2025;
Egan-Jones Ratings Company;DELUXE CORPORATION;BBB-;29-10-2014;27996;1;2780.0;NoDur;DLX;0.9983;0.6012;15.073;653.859;199.369;199.369;254.001;165.523;111.776;10.726;393.805;-335.999;120.707;157.061;0.2009;0.2025;
Egan-Jones Ratings Company;DEVON ENERGY CORPORATION;A;18-03-2014;1090012;1;1311.0;Enrgy;DVN;12.029;0.2796;0.5865;100.0;54.535;54.535;32.192;14.331;-0.2116;0.2425;-0.0976;-0.1366;-0.0466;-0.0703;11.324;22.562;
Egan-Jones Ratings Company;DEVON ENERGY CORPORATION;A;04-06-2014;1090012;1;1311.0;Enrgy;DVN;12.029;0.2796;0.5865;100.0;54.535;54.535;32.192;14.331;-0.2116;0.2425;-0.0976;-0.1366;-0.0466;-0.0703;11.324;22.562;
Egan-Jones Ratings Company;DEVON ENERGY CORPORATION;A;30-06-2014;1090012;1;1311.0;Enrgy;DVN;12.029;0.2796;0.5865;100.0;54.535;54.535;32.192;14.331;-0.2116;0.2425;-0.0976;-0.1366;-0.0466;-0.0703;11.324;22.562;
Egan-Jones Ratings Company;DEVON ENERGY CORPORATION;A-;26-08-2014;1090012;1;1311.0;Enrgy;DVN;12.029;0.2796;0.5865;100.0;54.535;54.535;32.192;14.331;-0.2116;0.2425;-0.0976;-0.1366;-0.0466;-0.0703;11.324;22.562;
Egan-Jones Ratings Company;DEVON ENERGY CORPORATION;BBB+;01-12-2014;1090012;1;1311.0;Enrgy;DVN;12.029;0.2796;0.5865;100.0;54.535;54.535;32.192;14.331;-0.2116;0.2425;-0.0976;-0.1366;-0.0466;-0.0703;11.324;22.562;
Egan-Jones Ratings Company;DIAGEO PLC;A;01-04-2014;835403;1;2085.0;NoDur;DEO;15.501;0.5178;13.181;609.027;300.096;300.096;335.345;273.157;217.353;0.4559;31.997;-2.756.641;103.441;154.285;-0.1806;-0.565;
Egan-Jones Ratings Company;DIAGEO PLC;A;15-04-2014;835403;1;2085.0;NoDur;DEO;15.501;0.5178;13.181;609.027;300.096;300.096;335.345;273.157;217.353;0.4559;31.997;-2.756.641;103.441;154.285;-0.1806;-0.565;
Egan-Jones Ratings Company;DIAGEO PLC;A;14-08-2014;835403;1;2085.0;NoDur;DEO;15.397;0.5158;12.921;607.233;263.892;263.892;32.521;264.282;219.146;0.4467;298.287;-7.521.584;98.589;144.434;-0.5113;-0.4487;
Egan-Jones Ratings Company;DOVER CORPORATION;A+;12-02-2014;29905;1;3585.0;Manuf;DOV;20.249;0.3259;0.526;388.337;162.356;162.356;201.214;146.188;140.198;0.6591;148.311;789.706;7.347;99.983;0.3816;0.4477;
Egan-Jones Ratings Company;DOVER CORPORATION;A+;06-05-2014;29905;1;3585.0;Manuf;DOV;20.249;0.3259;0.526;388.337;162.356;162.356;201.214;146.188;140.198;0.6591;148.311;789.706;7.347;99.983;0.3816;0.4477;
Egan-Jones Ratings Company;DOVER CORPORATION;A+;12-06-2014;29905;1;3585.0;Manuf;DOV;20.249;0.3259;0.526;388.337;162.356;162.356;201.214;146.188;140.198;0.6591;148.311;789.706;7.347;99.983;0.3816;0.4477;
Egan-Jones Ratings Company;DOVER CORPORATION;A+;18-07-2014;29905;1;3585.0;Manuf;DOV;20.249;0.3259;0.526;388.337;162.356;162.356;201.214;146.188;140.198;0.6591;148.311;789.706;7.347;99.983;0.3816;0.4477;
Egan-Jones Ratings Company;DOVER CORPORATION;A+;17-10-2014;29905;1;3585.0;Manuf;DOV;20.249;0.3259;0.526;388.337;162.356;162.356;201.214;146.188;140.198;0.6591;148.311;789.706;7.347;99.983;0.3816;0.4477;
Egan-Jones Ratings Company;DTE ENERGY COMPANY;A-;18-03-2014;936340;1;4931.0;Utils;DTE;0.8799;0.4756;10.363;500.569;124.521;124.521;241.693;95.435;68.419;0.3725;83.983;114.895;25.757;4.404;-0.5344;-0.6883;
Egan-Jones Ratings Company;DTE ENERGY COMPANY;A+;06-06-2014;936340;1;4931.0;Utils;DTE;0.8799;0.4756;10.363;500.569;124.521;124.521;241.693;95.435;68.419;0.3725;83.983;114.895;25.757;4.404;-0.5344;-0.6883;
Egan-Jones Ratings Company;DTE ENERGY COMPANY;A-;01-08-2014;936340;1;4931.0;Utils;DTE;0.8799;0.4756;10.363;500.569;124.521;124.521;241.693;95.435;68.419;0.3725;83.983;114.895;25.757;4.404;-0.5344;-0.6883;
Egan-Jones Ratings Company;DTE ENERGY COMPANY;A+;04-11-2014;936340;1;4931.0;Utils;DTE;0.8799;0.4756;10.363;500.569;124.521;124.521;241.693;95.435;68.419;0.3725;83.983;114.895;25.757;4.404;-0.5344;-0.6883;
Standard & Poor's Ratings Services;DTE Energy Center LLC;A-;14-07-2014;936340;1;4931.0;Utils;DTE;0.8799;0.4756;10.363;500.569;124.521;124.521;241.693;95.435;68.419;0.3725;83.983;114.895;25.757;4.404;-0.5344;-0.6883;
Standard & Poor's Ratings Services;DTE Energy Co.;A;29-08-2014;936340;1;4931.0;Utils;DTE;0.8799;0.4756;10.363;500.569;124.521;124.521;241.693;95.435;68.419;0.3725;83.983;114.895;25.757;4.404;-0.5344;-0.6883;
Moody's Investors Service;DTE Energy Company;A-;31-01-2014;936340;1;4931.0;Utils;DTE;0.8799;0.4756;10.363;500.569;124.521;124.521;241.693;95.435;68.419;0.3725;83.983;114.895;25.757;4.404;-0.5344;-0.6883;
Moody's Investors Service;DTE Energy Company;A-;06-05-2014;936340;1;4931.0;Utils;DTE;0.8799;0.4756;10.363;500.569;124.521;124.521;241.693;95.435;68.419;0.3725;83.983;114.895;25.757;4.404;-0.5344;-0.6883;
Moody's Investors Service;DTE Energy Company;A-;18-11-2014;936340;1;4931.0;Utils;DTE;0.8799;0.4756;10.363;500.569;124.521;124.521;241.693;95.435;68.419;0.3725;83.983;114.895;25.757;4.404;-0.5344;-0.6883;
Egan-Jones Ratings Company;DUKE ENERGY CORPORATION;A-;18-03-2014;1326160;1;4931.0;Utils;DUK;10.093;0.4703;0.9897;640.018;162.517;162.517;310.574;124.721;98.705;0.1573;39.349;65.552;14.149;20.843;0.8497;11.093;
Egan-Jones Ratings Company;DUKE ENERGY CORPORATION;A-;09-06-2014;1326160;1;4931.0;Utils;DUK;10.093;0.4703;0.9897;640.018;162.517;162.517;310.574;124.721;98.705;0.1573;39.349;65.552;14.149;20.843;0.8497;11.093;
Egan-Jones Ratings Company;DUKE ENERGY CORPORATION;AA-;22-08-2014;1326160;1;4931.0;Utils;DUK;10.093;0.4703;0.9897;640.018;162.517;162.517;310.574;124.721;98.705;0.1573;39.349;65.552;14.149;20.843;0.8497;11.093;
Egan-Jones Ratings Company;DUKE ENERGY CORPORATION;AA-;28-11-2014;1326160;1;4931.0;Utils;DUK;10.093;0.4703;0.9897;640.018;162.517;162.517;310.574;124.721;98.705;0.1573;39.349;65.552;14.149;20.843;0.8497;11.093;
Moody's Investors Service;DaVita Inc.;B+;03-06-2014;927066;0;8090.0;Hlth;DVA;14.103;0.6387;18.273;303.099;131.769;131.769;176.661;95.628;53.846;0.688;161.537;-112.181;4.351;58.365;2.639;28.427;
Moody's Investors Service;DaVita Inc.;B+;10-06-2014;927066;0;8090.0;Hlth;DVA;14.103;0.6387;18.273;303.099;131.769;131.769;176.661;95.628;53.846;0.688;161.537;-112.181;4.351;58.365;2.639;28.427;
Standard & Poor's Ratings Services;Dana Incorporated;BB+;13-03-2014;26780;0;3714.0;Durbl;DAN;24.961;0.5258;11.493;135.914;64.411;64.411;103.856;54.365;-0.1921;13.198;250.721;241.667;50.887;87.584;23.624;17.054;
Standard & Poor's Ratings Services;Darden Restaurants Inc.;BBB;28-05-2014;940944;1;5812.0;Shops;DRI;0.54;0.5531;13.174;220.301;67.556;67.556;116.754;46.276;69.566;0.8536;115.222;41.098;34.208;51.495;0.6616;0.2;
Standard & Poor's Ratings Services;Darden Restaurants Inc.;BBB;08-08-2014;940944;1;5812.0;Shops;DRI;12.208;0.5332;12.453;206.042;49.144;49.144;99.768;27.778;45.533;0.8875;84.937;258.101;25.866;39.651;-0.347;0.4457;
Moody's Investors Service;Darden Restaurants, Inc.;BB+;13-10-2014;940944;0;5812.0;Shops;DRI;12.208;0.5332;12.453;206.042;49.144;49.144;99.768;27.778;45.533;0.8875;84.937;258.101;25.866;39.651;-0.347;0.4457;
Moody's Investors Service;Delta Air Lines, Inc.;BBB-;17-11-2014;27904;1;4512.0;Other;DAL;0.682;0.4569;0.9741;227.226;90.011;90.011;133.905;6.69;279.035;0.7229;905.265;-3.752.225;201.715;49.165;23.365;17.136;
Standard & Poor's Ratings Services;Devon Energy Corp.;BBB+;31-03-2014;1090012;1;1311.0;Enrgy;DVN;12.029;0.2796;0.5865;100.0;54.535;54.535;32.192;14.331;-0.2116;0.2425;-0.0976;-0.1366;-0.0466;-0.0703;11.324;22.562;
Standard & Poor's Ratings Services;Devon Energy Corp.;BBB+;16-05-2014;1090012;1;1311.0;Enrgy;DVN;12.029;0.2796;0.5865;100.0;54.535;54.535;32.192;14.331;-0.2116;0.2425;-0.0976;-0.1366;-0.0466;-0.0703;11.324;22.562;
Standard & Poor's Ratings Services;Devon Energy Corp.;BBB+;02-07-2014;1090012;1;1311.0;Enrgy;DVN;12.029;0.2796;0.5865;100.0;54.535;54.535;32.192;14.331;-0.2116;0.2425;-0.0976;-0.1366;-0.0466;-0.0703;11.324;22.562;
Standard & Poor's Ratings Services;Diageo PLC;A-;08-05-2014;835403;1;2085.0;NoDur;DEO;15.501;0.5178;13.181;609.027;300.096;300.096;335.345;273.157;217.353;0.4559;31.997;-2.756.641;103.441;154.285;-0.1806;-0.565;
Moody's Investors Service;Diamondback Energy, Inc.;B-;22-07-2014;1539838;0;1311.0;Enrgy;FANG;0.5108;0.3523;0.544;893.871;457.659;457.659;782.728;415.097;262.435;0.1367;64.559;64.559;35.874;41.812;36.866;-34.102;
Standard & Poor's Ratings Services;Douglas Dynamics LLC;BB-;02-12-2014;1287213;0;3531.0;Manuf;PLOW;27.251;0.4146;0.7983;337.845;14.155;14.155;190.186;97.864;58.975;0.5333;74.935;-143.279;31.946;43.864;0.7503;0.6867;
Standard & Poor's Ratings Services;Dover Corp.;AA;16-05-2014;29905;1;3585.0;Manuf;DOV;20.249;0.3259;0.526;388.337;162.356;162.356;201.214;146.188;140.198;0.6591;148.311;789.706;7.347;99.983;0.3816;0.4477;
Moody's Investors Service;Duke Energy Corporation;A-;31-01-2014;1326160;1;4931.0;Utils;DUK;10.093;0.4703;0.9897;640.018;162.517;162.517;310.574;124.721;98.705;0.1573;39.349;65.552;14.149;20.843;0.8497;11.093;
Moody's Investors Service;Duke Energy Corporation;A-;11-03-2014;1326160;1;4931.0;Utils;DUK;10.093;0.4703;0.9897;640.018;162.517;162.517;310.574;124.721;98.705;0.1573;39.349;65.552;14.149;20.843;0.8497;11.093;
Moody's Investors Service;Duke Energy Corporation;A-;02-04-2014;1326160;1;4931.0;Utils;DUK;10.093;0.4703;0.9897;640.018;162.517;162.517;310.574;124.721;98.705;0.1573;39.349;65.552;14.149;20.843;0.8497;11.093;
Egan-Jones Ratings Company;EASTMAN CHEMICAL COMPANY;BBB;11-02-2014;915389;1;2821.0;Chems;EMN;19.787;0.6121;15.796;217.477;98.741;98.741;143.175;80.104;53.937;0.6919;146.301;-302.389;37.831;56.744;31.978;3.302;
Egan-Jones Ratings Company;EASTMAN CHEMICAL COMPANY;BBB;14-05-2014;915389;1;2821.0;Chems;EMN;19.787;0.6121;15.796;217.477;98.741;98.741;143.175;80.104;53.937;0.6919;146.301;-302.389;37.831;56.744;31.978;3.302;
Egan-Jones Ratings Company;EASTMAN CHEMICAL COMPANY;BBB;04-09-2014;915389;1;2821.0;Chems;EMN;19.787;0.6121;15.796;217.477;98.741;98.741;143.175;80.104;53.937;0.6919;146.301;-302.389;37.831;56.744;31.978;3.302;
Egan-Jones Ratings Company;EASTMAN CHEMICAL COMPANY;BBB;11-09-2014;915389;1;2821.0;Chems;EMN;19.787;0.6121;15.796;217.477;98.741;98.741;143.175;80.104;53.937;0.6919;146.301;-302.389;37.831;56.744;31.978;3.302;
Egan-Jones Ratings Company;EASTMAN CHEMICAL COMPANY;BBB;14-11-2014;915389;1;2821.0;Chems;EMN;19.787;0.6121;15.796;217.477;98.741;98.741;143.175;80.104;53.937;0.6919;146.301;-302.389;37.831;56.744;31.978;3.302;
Egan-Jones Ratings Company;EBAY INC.;A+;24-01-2014;1065088;1;7370.0;BusEq;EBAY;18.422;0.1483;0.1744;819.305;297.202;297.202;377.135;311.372;345.888;0.199;87.411;153.806;49.822;74.449;0.8812;13.222;
Egan-Jones Ratings Company;EBAY INC.;A+;03-02-2014;1065088;1;7370.0;BusEq;EBAY;18.422;0.1483;0.1744;819.305;297.202;297.202;377.135;311.372;345.888;0.199;87.411;153.806;49.822;74.449;0.8812;13.222;
Egan-Jones Ratings Company;EBAY INC.;AA-;20-05-2014;1065088;1;7370.0;BusEq;EBAY;18.422;0.1483;0.1744;819.305;297.202;297.202;377.135;311.372;345.888;0.199;87.411;153.806;49.822;74.449;0.8812;13.222;
Egan-Jones Ratings Company;EBAY INC.;AA-;17-07-2014;1065088;1;7370.0;BusEq;EBAY;18.422;0.1483;0.1744;819.305;297.202;297.202;377.135;311.372;345.888;0.199;87.411;153.806;49.822;74.449;0.8812;13.222;
Egan-Jones Ratings Company;EBAY INC.;AA-;30-09-2014;1065088;1;7370.0;BusEq;EBAY;18.422;0.1483;0.1744;819.305;297.202;297.202;377.135;311.372;345.888;0.199;87.411;153.806;49.822;74.449;0.8812;13.222;
Egan-Jones Ratings Company;EBAY INC.;A;16-10-2014;1065088;1;7370.0;BusEq;EBAY;18.422;0.1483;0.1744;819.305;297.202;297.202;377.135;311.372;345.888;0.199;87.411;153.806;49.822;74.449;0.8812;13.222;
Egan-Jones Ratings Company;EBAY INC.;A;20-10-2014;1065088;1;7370.0;BusEq;EBAY;18.422;0.1483;0.1744;819.305;297.202;297.202;377.135;311.372;345.888;0.199;87.411;153.806;49.822;74.449;0.8812;13.222;
Egan-Jones Ratings Company;ECOLAB INC.;BBB;10-01-2014;31462;1;2842.0;Chems;ECL;16.025;0.4822;1.062;460.633;108.906;108.906;169.258;85.533;59.432;0.6737;113.846;-184.334;39.909;58.952;11.933;0.7134;
Egan-Jones Ratings Company;ECOLAB INC.;BBB;17-01-2014;31462;1;2842.0;Chems;ECL;16.025;0.4822;1.062;460.633;108.906;108.906;169.258;85.533;59.432;0.6737;113.846;-184.334;39.909;58.952;11.933;0.7134;
Egan-Jones Ratings Company;ECOLAB INC.;BBB;25-03-2014;31462;1;2842.0;Chems;ECL;16.025;0.4822;1.062;460.633;108.906;108.906;169.258;85.533;59.432;0.6737;113.846;-184.334;39.909;58.952;11.933;0.7134;
Egan-Jones Ratings Company;ECOLAB INC.;BBB;28-05-2014;31462;1;2842.0;Chems;ECL;16.025;0.4822;1.062;460.633;108.906;108.906;169.258;85.533;59.432;0.6737;113.846;-184.334;39.909;58.952;11.933;0.7134;
Egan-Jones Ratings Company;ECOLAB INC.;BBB;10-09-2014;31462;1;2842.0;Chems;ECL;16.025;0.4822;1.062;460.633;108.906;108.906;169.258;85.533;59.432;0.6737;113.846;-184.334;39.909;58.952;11.933;0.7134;
Egan-Jones Ratings Company;ECOLAB INC.;BBB;04-11-2014;31462;1;2842.0;Chems;ECL;16.025;0.4822;1.062;460.633;108.906;108.906;169.258;85.533;59.432;0.6737;113.846;-184.334;39.909;58.952;11.933;0.7134;
Egan-Jones Ratings Company;EDISON INTERNATIONAL;A;28-03-2014;827052;1;4911.0;Utils;EIX;0.6785;0.4566;0.9097;611.239;136.317;136.317;271.123;97.051;72.729;0.2697;98.511;8.374;20.988;45.501;-10.848;0.7534;
Egan-Jones Ratings Company;EDISON INTERNATIONAL;A;06-06-2014;827052;1;4911.0;Utils;EIX;0.6785;0.4566;0.9097;611.239;136.317;136.317;271.123;97.051;72.729;0.2697;98.511;8.374;20.988;45.501;-10.848;0.7534;
